trade_id	stock_symbol	trade_date	trade_type	quantity	price	brokerage_firm	trader_name
724	AAPL	10/10/2019	buy	448	923.47	Blogtag	Dannel Antonopoulos
725	AMZN	5/23/2011	buy	4	996.13	Izio	Lida Restieaux
726	AMZN	1/16/2010	buy	652	97.39	Shuffletag	Fletch Toler
727	GOOGL	12/5/2016	sell	341	995.77	Skalith	Daffi Goodbarr
728	GOOGL	5/3/2018	sell	898	449.44	Thoughtstorm	Gizela Bubeer
729	GOOGL	3/3/2020	sell	832	122.83	Yacero	Johann Piggins
730	AAPL	3/8/2022	sell	332	428.95	Quimm	Agnesse Coils
731	AMZN	5/15/2019	sell	766	603.32	Twinte	Lesley Cratchley
732	AAPL	7/28/2012	sell	954	768.84	Layo	Reece Stratten
733	AAPL	11/20/2018	sell	972	358.54	Mycat	Katine Whitlow
734	AMZN	1/23/2017	buy	11	685.39	Wordtune	Granville Le Grand
735	AAPL	4/17/2019	buy	663	651.5	Eazzy	Todd Gwyther
736	GOOGL	6/9/2011	sell	786	214.5	Tagtune	Jule Skippon
737	GOOGL	11/1/2015	buy	494	560.45	Livetube	Sadella Southorn
738	GOOGL	7/28/2018	buy	641	746.29	Babbleset	Giana Wilmot
739	AAPL	6/17/2021	sell	982	570.18	Mydeo	Guinevere Padgham
740	AAPL	6/15/2020	sell	832	254.02	Gigashots	Stanton Emslie
741	AMZN	10/5/2022	buy	292	821.16	Gabcube	Candis Anmore
742	GOOGL	11/2/2020	sell	387	248.18	Yadel	Christoffer Pindred
743	AMZN	8/4/2022	sell	16	81.63	Realcube	Nonnah Jemison
744	AMZN	2/4/2015	sell	111	109.2	Muxo	Cecile Bretton
745	AAPL	12/1/2022	sell	332	465.73	Chatterpoint	Franciska Cadwaladr
746	GOOGL	7/4/2021	sell	270	495.61	Voonder	Cristen Pace
747	GOOGL	5/9/2021	sell	642	236.3	Aibox	Niels Bolino
748	AMZN	11/4/2016	sell	275	229.24	Kwimbee	Yorke Heather
749	AAPL	9/15/2020	sell	519	88.69	Yakidoo	Mandi Sperwell
750	AAPL	11/9/2017	buy	165	907.17	Pixoboo	Willy Rablin
751	AMZN	1/28/2015	buy	11	497.21	Tagcat	Zorah Covolini
752	GOOGL	9/5/2020	sell	128	778.45	Jaxnation	Cherry Beevis
753	AAPL	4/3/2016	buy	912	673.01	Wikizz	Elston Gresley
754	AMZN	4/10/2021	buy	44	62.36	Meejo	Abner Ferran
755	AMZN	4/29/2019	sell	44	87.11	Tazz	Appolonia Sember
756	GOOGL	5/14/2016	buy	766	605.03	Photobug	Cynthie Bronot
757	AMZN	6/19/2011	buy	457	498.46	Skimia	Rasla Buffy
758	AAPL	7/3/2020	sell	30	696.11	Devbug	Flory Affuso
759	AMZN	2/25/2017	buy	576	447.9	Meevee	Laurene Petracek
760	AMZN	5/20/2011	sell	241	333.78	Devshare	Carmella Kinchington
761	AAPL	1/30/2015	sell	329	186.85	Devpulse	Ted Mizzen
762	AMZN	6/14/2012	sell	812	815.56	Brightdog	Bastien Corkhill
763	GOOGL	5/6/2011	buy	120	395.93	Aimbo	Jamey Summerlad
764	AMZN	7/14/2021	sell	366	249.63	Wikido	Tiffanie Rouke
765	GOOGL	5/1/2013	buy	888	564.79	Skajo	Gail Harrell
766	GOOGL	7/1/2019	sell	932	842.84	Jaxnation	Marcelo Blouet
767	GOOGL	8/24/2017	buy	515	181.99	Bubblebox	Nikita Mumford
768	GOOGL	8/18/2021	sell	995	16.27	Linkbridge	Naomi Mulhall
769	AMZN	12/31/2019	sell	174	49.18	Yakitri	Briny Gianneschi
770	GOOGL	6/22/2019	buy	591	534.94	Quire	Stephi Bang
771	AMZN	1/25/2015	buy	723	80.91	Meejo	Robinetta Yann
772	AAPL	3/1/2019	sell	562	85.41	Meeveo	Horst Dalyiel
773	GOOGL	2/12/2017	buy	829	560.25	Skivee	Antonella Amy
774	GOOGL	8/20/2014	buy	668	46.49	Oyoloo	Georgia Aiston
775	GOOGL	4/24/2019	buy	983	765.28	Linklinks	Wald Flancinbaum
776	AMZN	4/29/2014	buy	698	710.63	Mydo	Darn Ert
777	AAPL	12/8/2016	buy	595	470.01	Shufflester	Viva Coggins
778	AAPL	10/19/2018	sell	181	718.51	Twinte	Even Millsom
779	AAPL	7/23/2020	buy	905	836.64	Pixope	Cindi Felmingham
780	AAPL	11/17/2014	sell	358	978.16	Mynte	Noby Lanchbery
781	AMZN	11/19/2014	sell	363	347.53	Tagtune	Tadeas Blackmuir
782	AAPL	2/5/2014	buy	20	838.9	Bluezoom	Raina Litton
783	GOOGL	12/31/2019	buy	31	274.67	Chatterbridge	Lita Jorge
784	AAPL	7/28/2013	buy	13	428.38	Youopia	Bink Storks
785	GOOGL	7/22/2019	sell	500	424.42	Realbridge	Briggs Muggleton
786	AAPL	9/17/2017	sell	769	887.72	Devify	Pattie Corkett
787	AAPL	7/27/2022	buy	170	187.32	Gigaclub	Emlen Palley
788	AMZN	8/14/2013	sell	240	680.74	Babblestorm	Dolores Raith
789	AAPL	5/25/2010	sell	476	982.58	Oodoo	Hill Devas
790	AMZN	2/3/2013	sell	414	184.99	Fivebridge	Alf McGow
791	AMZN	3/3/2010	buy	672	523.12	Aimbu	Sephira Salliere
792	AAPL	6/20/2016	sell	984	315.5	Meetz	Roger Praill
793	AMZN	9/2/2013	buy	311	68.08	Wordware	Dan Demonge
794	AMZN	4/30/2021	buy	925	791.3	Twitterbeat	Noland Bruce
795	AAPL	10/17/2022	buy	81	735.59	Rhybox	Zondra Rushbrook
796	AMZN	5/18/2014	buy	49	298.45	Flashspan	Lotty Mellanby
797	AMZN	9/18/2017	buy	879	680.76	Einti	Irina Archdeckne
798	AAPL	8/4/2014	sell	413	95.93	Wikido	Ulick Lage
799	AMZN	5/29/2017	buy	721	871.31	Jaxnation	Sebastian Sheffield
800	AMZN	9/12/2021	sell	768	466.0	Skinte	Constantin Crewther
801	AAPL	11/21/2013	sell	121	280.48	Dabfeed	Brendin Donnison
802	AMZN	5/20/2019	sell	591	428.13	Zoozzy	Rivkah Huske
803	AAPL	8/19/2018	buy	460	927.4	Oyoyo	Odella Raitie
804	AMZN	11/14/2020	buy	709	958.52	Zoonder	Abel Pettecrew
805	AMZN	1/21/2021	buy	172	54.72	Roodel	Coretta Eck
806	GOOGL	4/9/2015	buy	652	744.61	Skinder	Dom Dumbare
807	AAPL	10/10/2011	sell	434	999.36	Jamia	Brianna Ellerington
808	AAPL	10/11/2015	sell	803	41.17	Jaxworks	Wright Gillingwater
809	AAPL	11/12/2016	sell	946	79.96	Photobug	Jabez Wilcher
810	AAPL	12/29/2018	sell	652	569.17	Skyble	Muffin Bezants
811	AAPL	11/18/2020	sell	806	341.01	Bubbletube	Darrelle McKoy
812	AAPL	1/21/2012	sell	695	190.39	Skaboo	Mathe MacFall
813	GOOGL	10/25/2016	sell	248	841.91	Oyope	Hannie Charlwood
814	AMZN	11/6/2014	sell	594	417.0	Fatz	Barry Hopkyns
815	AAPL	12/23/2012	buy	497	799.3	Vinte	Gaye Giamuzzo
816	AMZN	7/2/2016	sell	935	328.11	Topdrive	Nalani Lambin
817	AAPL	10/9/2015	buy	452	269.35	Photobug	Nichole Wreiford
818	AMZN	4/29/2012	buy	888	632.84	Realmix	Jill Tennick
819	GOOGL	11/22/2022	buy	785	807.38	BlogXS	Halley McSherry
820	AMZN	2/23/2010	sell	222	826.17	Minyx	Taylor Corroyer
821	GOOGL	2/10/2019	buy	933	747.79	Ainyx	Lindsay Beinke
822	AAPL	10/14/2012	sell	558	230.0	Latz	Artemas Gorch
823	AMZN	1/22/2019	buy	321	339.25	Jabbersphere	Zach Cullotey
824	AAPL	3/26/2012	sell	350	425.27	Agivu	Nanine Corr
825	GOOGL	10/7/2014	sell	362	778.38	Devpoint	Dawna Rowlett
826	AMZN	11/14/2020	buy	609	284.67	Meedoo	Demetris Sorby
827	GOOGL	3/11/2017	sell	118	822.98	Mudo	Hasheem Apfler
828	AAPL	12/19/2019	buy	560	772.56	Brightdog	Serene Bichard
829	AMZN	12/20/2017	sell	112	49.33	Fliptune	Allard Halleday
830	AMZN	12/4/2018	sell	723	386.33	Nlounge	Fanechka Arboin
831	GOOGL	12/31/2014	sell	45	832.52	Gabtype	Lillis Mityushin
832	AAPL	5/12/2016	buy	658	102.95	Yacero	Jean Ridout
833	GOOGL	5/29/2016	sell	851	143.24	Dabjam	Gertie Roblett
834	AAPL	5/1/2017	sell	129	4.02	LiveZ	Wolfgang McKeating
835	AAPL	2/22/2014	buy	311	523.33	Flipstorm	Corbet Wrettum
836	GOOGL	8/1/2020	sell	908	644.17	Linkbuzz	Mirella Belverstone
837	AAPL	3/6/2017	sell	14	0.98	Wikido	Ewart Allabush
838	AAPL	2/2/2016	sell	372	100.97	Teklist	Astrid Gringley
839	AMZN	10/5/2020	sell	239	968.04	Demimbu	Spense Karpenko
840	AAPL	7/23/2010	sell	224	252.01	Kwilith	Merill Hold
841	AMZN	11/19/2020	buy	957	933.5	InnoZ	Northrop Benedit
842	GOOGL	2/22/2015	buy	991	6.09	Trudoo	Isa Ben
843	GOOGL	10/30/2020	sell	386	670.41	Kazio	Birgitta Vasenin
844	AAPL	10/12/2016	sell	589	738.31	Yodel	Mada Biskup
845	GOOGL	1/26/2021	sell	114	468.88	Blognation	Pietro Eloy
846	AMZN	2/18/2010	buy	76	812.15	Voomm	Miranda Secrett
847	AAPL	11/20/2022	buy	188	88.99	Jabbersphere	Trixie Thomazet
848	AMZN	10/20/2015	sell	736	969.9	Yamia	Casey Khrishtafovich
849	AMZN	12/18/2015	sell	239	782.59	Voolia	Eugenio Siviter
850	AAPL	10/21/2022	buy	727	53.54	Avavee	Vicky Verney
851	GOOGL	11/30/2022	sell	135	391.0	Tagpad	Giacomo Gladwin
852	AAPL	1/7/2013	buy	708	790.75	Roombo	Emmalynn Instock
853	GOOGL	2/19/2016	sell	358	101.49	Nlounge	Danya Nisby
854	GOOGL	11/19/2011	sell	701	756.81	Meeveo	Leighton O'Donohue
855	AMZN	1/7/2014	sell	461	187.23	Leenti	Luella Petigrew
856	AAPL	10/18/2013	sell	494	868.69	Fivespan	Chanda Drohan
857	AMZN	2/20/2012	buy	400	918.76	Gabtune	Avigdor Springall
858	AAPL	12/17/2017	buy	328	725.46	Nlounge	Tris Pexton
859	AAPL	2/1/2010	sell	367	476.96	Npath	Gabie Dreakin
860	GOOGL	11/17/2022	buy	371	693.24	Innotype	Tait Igoe
861	GOOGL	3/10/2011	sell	524	519.67	Dabvine	Abra Cluett
862	AMZN	11/25/2014	buy	792	29.43	Dabjam	Gertrude Lothean
863	AAPL	12/25/2020	sell	430	58.35	Kwimbee	Abdul Livard
864	GOOGL	3/8/2010	sell	898	606.07	Jaxbean	Hugibert Lovie
865	GOOGL	3/26/2022	buy	990	146.93	Yakijo	Jeannine Aisthorpe
866	AAPL	7/23/2015	sell	483	967.62	Dabjam	Gil Skipsea
867	AAPL	1/6/2020	buy	112	670.71	Quamba	Derril Shildrake
868	GOOGL	3/2/2020	buy	985	233.86	Mybuzz	Othelia Blazek
869	AMZN	3/18/2016	buy	518	22.18	Meevee	Matt Incogna
870	AAPL	11/10/2015	buy	708	348.03	Skiptube	Fanni Bengtson
871	AMZN	3/27/2021	sell	663	155.39	Demizz	Monroe Grigorio
872	AAPL	6/6/2017	sell	884	440.45	Teklist	Jo-anne Mainwaring
873	AMZN	9/10/2017	sell	419	875.27	Ooba	Hurlee Pleasants
874	AMZN	12/8/2014	buy	392	577.36	Mudo	Welby Jolly
875	AMZN	4/5/2017	buy	696	100.85	Oyondu	Vachel Purchon
876	AAPL	12/6/2020	sell	798	754.7	Wordify	Andra Pickford
877	AMZN	5/18/2012	sell	609	251.04	Babblestorm	Brose Machans
878	GOOGL	3/29/2012	buy	944	782.01	Skajo	Orlan Cracker
879	AAPL	8/19/2015	buy	431	113.46	Divavu	Vale Wroe
880	GOOGL	7/1/2014	sell	575	312.51	Geba	Jed Hilbourne
881	AMZN	11/23/2016	sell	776	705.56	Flashspan	Corine Davy
882	GOOGL	1/25/2020	buy	6	394.2	Rooxo	Ariana Eaddy
883	AAPL	1/19/2015	sell	637	306.18	Edgeblab	Catherina O'Howbane
884	GOOGL	6/15/2017	buy	749	735.25	Youbridge	Dominga Card
885	AAPL	10/17/2020	sell	816	112.86	Izio	Ola Astlett
886	AAPL	8/18/2022	buy	937	280.28	Yakijo	Harlene Fleming
887	AMZN	12/6/2019	sell	374	254.0	Zoovu	Biron Bellelli
888	GOOGL	9/7/2017	sell	878	319.56	Feedmix	Guss Gendrich
889	AAPL	9/18/2019	sell	136	288.74	Thoughtmix	Briggs McCambridge
890	AMZN	3/9/2015	sell	142	50.98	Ozu	Philipa Darlasson
891	GOOGL	11/1/2018	buy	299	406.78	Skinix	Sebastien Nary
892	AAPL	3/2/2017	sell	115	764.42	Babblestorm	Faina Bransby
893	GOOGL	7/31/2012	sell	340	548.97	Flipopia	Anestassia Geere
894	GOOGL	1/18/2019	sell	780	113.78	Thoughtsphere	Owen Ginnally
895	AAPL	3/4/2011	sell	976	438.05	Meembee	Artie Klausewitz
896	AAPL	4/23/2012	buy	741	878.67	Aibox	Eleanore McGlashan
897	AMZN	4/8/2018	buy	156	324.74	Thoughtmix	Cristionna Monkley
898	AAPL	6/18/2019	sell	542	767.23	Divavu	Annadiana Motto
899	GOOGL	4/25/2022	buy	939	219.14	Dabjam	Fairleigh Avramov
900	AAPL	12/25/2016	sell	576	864.77	Mudo	Florencia Horbart
901	GOOGL	3/11/2019	sell	501	845.25	Linktype	Chelsey Guyet
902	AAPL	7/18/2016	buy	709	510.83	Divanoodle	Ramon Grabham
903	AAPL	6/7/2013	buy	866	705.62	Avamm	Stepha Doodney
904	AMZN	1/27/2022	sell	714	991.46	DabZ	Bethena Dinzey
905	AAPL	3/31/2010	sell	393	731.08	Ozu	Michel Crittal
906	AAPL	11/23/2014	buy	792	383.85	Demivee	Richart Pooley
907	GOOGL	12/27/2022	sell	529	119.59	Livetube	Hetty Bachman
908	AMZN	11/2/2019	buy	141	842.5	Linkbuzz	Ivie Wilkins
909	AAPL	6/25/2015	buy	507	840.13	Tambee	Clay Bernth
910	GOOGL	11/18/2011	sell	917	276.21	Babbleopia	Corry Skilbeck
911	AAPL	1/1/2014	sell	679	475.99	Blogtag	Irina Sollowaye
912	GOOGL	11/29/2020	buy	832	96.87	Divavu	Sigismundo Levensky
913	AMZN	6/10/2010	buy	197	362.94	Gigabox	Ailbert Helis
914	GOOGL	4/27/2017	buy	69	689.08	Zoombeat	Iolanthe Liff
915	AMZN	6/11/2014	sell	744	786.48	Kayveo	Demott Maginn
916	GOOGL	8/24/2016	buy	668	181.79	Buzzster	Aurthur McDoual
917	AMZN	8/10/2017	buy	710	345.77	Shufflebeat	Wallis Hritzko
918	AMZN	2/18/2019	buy	811	511.42	Tagcat	Hinda Doret
919	AMZN	2/17/2014	sell	797	685.42	LiveZ	Lutero Austwick
920	AAPL	12/23/2011	buy	477	340.49	Realmix	Smith Huison
921	AMZN	1/17/2020	buy	854	994.88	Pixoboo	Viola Moule
922	GOOGL	1/27/2013	sell	721	647.53	Vidoo	Angy Kydde
923	AMZN	9/11/2022	sell	44	538.6	Ntag	Ilysa Seifenmacher
924	AAPL	10/14/2015	buy	210	624.41	Voonder	Florentia Wilcocke
925	AMZN	12/24/2015	buy	916	422.51	Kazio	Evangelina Lomansey
926	AAPL	10/17/2022	sell	89	187.26	Wordtune	Irina Vanyushkin
927	AAPL	1/31/2019	sell	399	56.86	Devshare	Tobit Attlee
928	AMZN	7/29/2017	buy	170	119.34	Viva	Zedekiah Mathet
929	AAPL	8/29/2017	sell	853	136.97	Linklinks	Lettie Cartmell
930	AMZN	1/25/2020	sell	31	882.36	Jabbercube	Alexine Machon
931	AAPL	7/2/2017	buy	184	591.22	Demivee	Kippie Gerdts
932	AAPL	10/20/2010	buy	50	886.79	Skynoodle	Griffie Halhead
933	GOOGL	1/3/2013	sell	15	597.68	Aimbo	Olvan Flaxman
934	GOOGL	6/7/2013	buy	98	47.21	Einti	Cos Borsay
935	AMZN	10/18/2010	buy	766	916.43	Riffpath	Galvin Magwood
936	AAPL	1/13/2017	sell	585	287.38	Oozz	Fernandina McKinty
937	AAPL	6/30/2019	sell	772	482.34	Flipopia	Pauly Mattheis
938	AAPL	8/14/2015	buy	436	632.27	Ainyx	Mahmud Stansfield
939	AAPL	11/18/2018	buy	15	263.97	Bluezoom	Lewie Mora
940	AAPL	10/21/2012	sell	737	954.15	Realbuzz	Debby Vreiberg
941	GOOGL	4/23/2012	sell	119	420.6	Rhyloo	Gussi Bahike
942	GOOGL	1/22/2022	buy	363	500.42	Gabvine	Jaclin Sharphouse
943	AMZN	10/11/2014	sell	748	811.65	Jazzy	Doug Roxburgh
944	AMZN	4/1/2012	sell	918	425.92	Ainyx	Kenyon Howse
945	AAPL	5/26/2010	sell	512	875.46	Twimbo	Derron Kenealy
946	GOOGL	10/31/2015	buy	648	408.23	Divavu	Jamaal Gerdts
947	AMZN	3/4/2010	sell	200	82.87	Skilith	Terri Kimbury
948	AMZN	11/1/2016	sell	388	334.26	Zoomdog	Reeva Horwell
949	AAPL	1/24/2020	buy	742	669.3	Shufflester	Bartolomeo Formie
950	AMZN	3/2/2021	buy	280	544.39	Fadeo	Bride Pinkstone
951	GOOGL	8/30/2012	buy	688	359.09	Katz	Kinny Demann
952	AMZN	1/24/2013	sell	60	372.26	Babbleset	Paulina Groven
953	AAPL	5/14/2016	sell	430	972.51	Oyoyo	Tobe Colam
954	AAPL	7/10/2012	buy	430	341.27	Skipfire	Cora Wheatland
955	AMZN	12/2/2017	sell	531	377.9	Wikido	Worth Deplacido
956	AMZN	8/31/2022	sell	765	280.2	Jaloo	Charla Wavell
957	GOOGL	12/24/2014	buy	835	267.85	Voomm	Editha Marian
958	AMZN	2/26/2017	sell	521	127.35	Chatterbridge	Arni Phelps
959	GOOGL	11/21/2019	sell	615	791.43	Ntags	Aurthur Rosenblath
960	AAPL	1/14/2022	buy	288	147.86	Feedspan	Dasya Grosvenor
961	AAPL	4/22/2021	sell	316	725.44	Thoughtbeat	Eveline Dreelan
962	AMZN	12/24/2012	buy	188	722.8	Browsezoom	Francis Pedlar
963	GOOGL	4/5/2018	buy	512	103.06	Agivu	Sollie Ketch
964	AMZN	3/28/2013	sell	891	754.87	Skilith	Camala Gulc
965	AAPL	9/15/2017	sell	515	784.8	Edgeify	Mallory Vanyashkin
966	GOOGL	4/28/2012	buy	779	974.83	Skimia	Megen Brislen
967	AMZN	6/20/2010	buy	840	854.99	Gigazoom	Shurlock Chsteney
968	GOOGL	6/17/2010	sell	375	114.37	Zoomcast	Sherry Woodwing
969	AAPL	5/18/2022	sell	323	226.02	Tazz	Inglebert Glassford
970	AMZN	3/31/2010	buy	111	292.46	Tagfeed	Thorvald Lucken
971	AMZN	4/7/2013	buy	979	123.68	Jabbercube	Bess Le feaver
972	AMZN	2/28/2020	sell	207	40.2	Jabbercube	Aggi Early
973	AMZN	12/25/2016	buy	26	468.83	Quimm	Friedrick Waddilow
974	AMZN	10/15/2015	sell	826	534.85	Wikibox	Alexandro Pering
975	AAPL	10/28/2011	buy	630	928.67	Dazzlesphere	Rona Beslier
976	GOOGL	9/27/2020	buy	651	46.73	Blogpad	Claus Freckingham
977	AAPL	12/10/2015	buy	494	566.38	Centidel	Perry Dollar
978	GOOGL	10/12/2019	buy	936	6.07	Yacero	Niki Halshaw
979	AAPL	2/11/2019	buy	466	202.31	Flipstorm	Galvan Euler
980	AMZN	9/17/2017	buy	743	43.64	Browseblab	Melisent Rowston
981	AMZN	2/28/2018	buy	760	148.49	BlogXS	Sampson Bennellick
982	AAPL	8/29/2020	sell	699	244.37	Meembee	Valeria Whetnell
983	AMZN	9/3/2020	sell	574	914.62	Dynabox	Shandie Melchior
984	AMZN	9/7/2010	buy	833	322.7	Wordware	Hana Bartolomivis
985	AAPL	11/14/2020	sell	859	360.31	Eabox	Sosanna Rossiter
986	AAPL	1/22/2018	buy	936	894.01	Babbleopia	Johnette Monckton
987	GOOGL	1/31/2014	buy	252	943.82	Bubblebox	Tatiania Jedrzejewicz
988	GOOGL	4/21/2019	buy	146	764.32	Zazio	Issiah Ravillas
989	AMZN	11/8/2022	sell	574	599.49	Katz	Pete Lempenny
990	AMZN	11/26/2022	buy	748	71.77	Brightbean	Adriaens Withrington
991	AMZN	7/1/2022	buy	908	702.89	Mynte	Conan Barbour
992	AMZN	9/17/2011	sell	69	491.92	Quimm	Ollie Gerrad
993	AMZN	11/24/2022	sell	814	304.32	Eazzy	Horton O'Deegan
994	AAPL	3/17/2018	sell	594	502.67	Oloo	Franklyn Cronchey
995	AMZN	11/6/2020	sell	830	191.91	Yambee	Raychel Sprague
996	AAPL	4/30/2016	buy	200	479.15	Kimia	Gaynor Redparth
997	GOOGL	2/14/2016	buy	749	21.85	Fliptune	Chloe Ricci
998	GOOGL	9/24/2017	sell	324	242.72	Eazzy	Carin Dudbridge
999	AAPL	4/11/2012	buy	29	68.96	Riffwire	Donnie Randell
1000	AMZN	12/2/2015	sell	376	380.52	Blogspan	Elisabet Ransbury
